iter_b,zero_prob_b,one_prob_b
8973,0.06,0.94
8974,0.06,0.94
8975,0.06,0.94
8976,0.06,0.94
8977,0.06,0.94
8978,0.06,0.94
8979,0.06,0.94
8980,0.06,0.94
8981,0.06,0.94
8982,0.06,0.94
8983,0.06,0.94
8984,0.06,0.94
8985,0.06,0.94
8986,0.06,0.94
8987,0.06,0.94
8988,0.06,0.94
8989,0.06,0.94
8990,0.06,0.94
8991,0.06,0.94
8992,0.06,0.94
8993,0.06,0.94
8994,0.06,0.94
8995,0.06,0.94
8996,0.06,0.94
8997,0.06,0.94
8998,0.06,0.94
8999,0.06,0.94
9000,0.06,0.94
9001,0.06,0.94
9002,0.06,0.94
9003,0.06,0.94
9004,0.06,0.94
9005,0.06,0.94
9006,0.06,0.94
9007,0.06,0.94
9008,0.06,0.94
9009,0.06,0.94
9010,0.06,0.94
9011,0.06,0.94
9012,0.06,0.94
9013,0.06,0.94
9014,0.06,0.94
9015,0.06,0.94
9016,0.06,0.94
9017,0.06,0.94
9018,0.06,0.94
9019,0.06,0.94
9020,0.06,0.94
9021,0.06,0.94
9022,0.06,0.94
9023,0.06,0.94
9024,0.06,0.94
9025,0.06,0.94
9026,0.06,0.94
9027,0.06,0.94
9028,0.06,0.94
9029,0.06,0.94
9030,0.06,0.94
9031,0.06,0.94
9032,0.06,0.94
9033,0.06,0.94
9034,0.06,0.94
9035,0.06,0.94
9036,0.06,0.94
9037,0.06,0.94
9038,0.06,0.94
9039,0.06,0.94
9040,0.06,0.94
9041,0.06,0.94
9042,0.06,0.94
9043,0.06,0.94
9044,0.06,0.94
9045,0.06,0.94
9046,0.06,0.94
9047,0.06,0.94
9048,0.06,0.94
9049,0.06,0.94
9050,0.06,0.94
9051,0.06,0.94
9052,0.06,0.94
9053,0.06,0.94
9054,0.06,0.94
9055,0.06,0.94
9056,0.06,0.94
9057,0.06,0.94
9058,0.06,0.94
9059,0.06,0.94
9060,0.06,0.94
9061,0.06,0.94
9062,0.06,0.94
9063,0.06,0.94
9064,0.06,0.94
9065,0.06,0.94
9066,0.06,0.94
9067,0.06,0.94
9068,0.06,0.94
9069,0.06,0.94
9070,0.06,0.94
9071,0.06,0.94
9072,0.06,0.94
9073,0.06,0.94
9074,0.06,0.94
9075,0.06,0.94
9076,0.06,0.94
9077,0.06,0.94
9078,0.06,0.94
9079,0.06,0.94
9080,0.06,0.94
9081,0.06,0.94
9082,0.06,0.94
9083,0.06,0.94
9084,0.06,0.94
9085,0.06,0.94
9086,0.06,0.94
9087,0.06,0.94
9088,0.06,0.94
9089,0.06,0.94
9090,0.06,0.94
9091,0.06,0.94
9092,0.06,0.94
9093,0.06,0.94
9094,0.06,0.94
9095,0.06,0.94
9096,0.06,0.94
9097,0.06,0.94
9098,0.06,0.94
9099,0.06,0.94
9100,0.06,0.94
9101,0.06,0.94
9102,0.06,0.94
9103,0.06,0.94
9104,0.06,0.94
9105,0.06,0.94
9106,0.06,0.94
9107,0.06,0.94
9108,0.06,0.94
9109,0.06,0.94
9110,0.06,0.94
9111,0.06,0.94
9112,0.06,0.94
9113,0.06,0.94
9114,0.06,0.94
9115,0.06,0.94
9116,0.06,0.94
9117,0.06,0.94
9118,0.06,0.94
9119,0.06,0.94
9120,0.06,0.94
9121,0.06,0.94
9122,0.06,0.94
9123,0.06,0.94
9124,0.06,0.94
9125,0.06,0.94
9126,0.06,0.94
9127,0.06,0.94
9128,0.06,0.94
9129,0.06,0.94
9130,0.06,0.94
9131,0.06,0.94
9132,0.06,0.94
9133,0.06,0.94
9134,0.06,0.94
9135,0.06,0.94
9136,0.06,0.94
9137,0.06,0.94
9138,0.06,0.94
9139,0.06,0.94
9140,0.06,0.94
9141,0.06,0.94
9142,0.06,0.94
9143,0.06,0.94
9144,0.06,0.94
9145,0.06,0.94
9146,0.06,0.94
9147,0.06,0.94
9148,0.06,0.94
9149,0.06,0.94
9150,0.06,0.94
9151,0.06,0.94
9152,0.06,0.94
9153,0.06,0.94
9154,0.06,0.94
9155,0.06,0.94
9156,0.06,0.94
9157,0.06,0.94
9158,0.06,0.94
9159,0.06,0.94
9160,0.06,0.94
9161,0.06,0.94
9162,0.06,0.94
9163,0.06,0.94
9164,0.06,0.94
9165,0.06,0.94
9166,0.06,0.94
9167,0.06,0.94
9168,0.06,0.94
9169,0.06,0.94
9170,0.06,0.94
9171,0.06,0.94
9172,0.06,0.94
9173,0.06,0.94
9174,0.06,0.94
9175,0.06,0.94
9176,0.06,0.94
9177,0.06,0.94
9178,0.06,0.94
9179,0.06,0.94
9180,0.06,0.94
9181,0.06,0.94
9182,0.06,0.94
9183,0.06,0.94
9184,0.06,0.94
9185,0.06,0.94
9186,0.06,0.94
9187,0.06,0.94
9188,0.06,0.94
9189,0.06,0.94
9190,0.06,0.94
9191,0.06,0.94
9192,0.06,0.94
9193,0.06,0.94
9194,0.06,0.94
9195,0.06,0.94
9196,0.06,0.94
9197,0.06,0.94
9198,0.06,0.94
9199,0.06,0.94
9200,0.06,0.94
9201,0.06,0.94
9202,0.06,0.94
9203,0.06,0.94
9204,0.06,0.94
9205,0.06,0.94
9206,0.06,0.94
9207,0.06,0.94
9208,0.06,0.94
9209,0.06,0.94
9210,0.06,0.94
9211,0.06,0.94
9212,0.06,0.94
9213,0.06,0.94
9214,0.06,0.94
9215,0.06,0.94
9216,0.06,0.94
9217,0.06,0.94
9218,0.06,0.94
9219,0.06,0.94
9220,0.06,0.94
9221,0.06,0.94
9222,0.06,0.94
9223,0.06,0.94
9224,0.06,0.94
9225,0.06,0.94
9226,0.06,0.94
9227,0.06,0.94
9228,0.06,0.94
9229,0.06,0.94
9230,0.06,0.94
9231,0.06,0.94
9232,0.06,0.94
9233,0.06,0.94
9234,0.06,0.94
9235,0.06,0.94
9236,0.06,0.94
9237,0.06,0.94
9238,0.06,0.94
9239,0.06,0.94
9240,0.06,0.94
9241,0.06,0.94
9242,0.06,0.94
9243,0.06,0.94
9244,0.06,0.94
9245,0.06,0.94
9246,0.06,0.94
9247,0.06,0.94
9248,0.06,0.94
9249,0.06,0.94
9250,0.06,0.94
9251,0.06,0.94
9252,0.06,0.94
9253,0.06,0.94
9254,0.06,0.94
9255,0.06,0.94
9256,0.06,0.94
9257,0.06,0.94
9258,0.06,0.94
9259,0.06,0.94
9260,0.06,0.94
9261,0.06,0.94
9262,0.06,0.94
9263,0.06,0.94
9264,0.06,0.94
9265,0.06,0.94
9266,0.06,0.94
9267,0.06,0.94
9268,0.06,0.94
9269,0.06,0.94
9270,0.06,0.94
9271,0.06,0.94
9272,0.06,0.94
9273,0.06,0.94
9274,0.06,0.94
9275,0.06,0.94
9276,0.06,0.94
9277,0.06,0.94
9278,0.06,0.94
9279,0.06,0.94
9280,0.06,0.94
9281,0.06,0.94
9282,0.06,0.94
9283,0.06,0.94
9284,0.06,0.94
9285,0.06,0.94
9286,0.06,0.94
9287,0.06,0.94
9288,0.06,0.94
9289,0.06,0.94
9290,0.06,0.94
9291,0.06,0.94
9292,0.06,0.94
9293,0.06,0.94
9294,0.06,0.94
9295,0.06,0.94
9296,0.06,0.94
9297,0.06,0.94
9298,0.06,0.94
9299,0.06,0.94
9300,0.06,0.94
9301,0.06,0.94
9302,0.06,0.94
9303,0.06,0.94
9304,0.06,0.94
9305,0.06,0.94
9306,0.06,0.94
9307,0.06,0.94
9308,0.06,0.94
9309,0.06,0.94
9310,0.06,0.94
9311,0.06,0.94
9312,0.06,0.94
9313,0.06,0.94
9314,0.06,0.94
9315,0.06,0.94
9316,0.06,0.94
9317,0.06,0.94
9318,0.06,0.94
9319,0.06,0.94
9320,0.06,0.94
9321,0.06,0.94
9322,0.06,0.94
9323,0.06,0.94
9324,0.06,0.94
9325,0.06,0.94
9326,0.06,0.94
9327,0.06,0.94
9328,0.06,0.94
9329,0.06,0.94
9330,0.06,0.94
9331,0.06,0.94
9332,0.06,0.94
9333,0.06,0.94
9334,0.06,0.94
9335,0.06,0.94
9336,0.06,0.94
9337,0.06,0.94
9338,0.06,0.94
9339,0.06,0.94
9340,0.06,0.94
9341,0.06,0.94
9342,0.06,0.94
9343,0.06,0.94
9344,0.06,0.94
9345,0.06,0.94
9346,0.06,0.94
9347,0.06,0.94
9348,0.06,0.94
9349,0.06,0.94
9350,0.06,0.94
9351,0.06,0.94
9352,0.06,0.94
9353,0.06,0.94
9354,0.06,0.94
9355,0.06,0.94
9356,0.06,0.94
9357,0.06,0.94
9358,0.06,0.94
9359,0.06,0.94
9360,0.06,0.94
9361,0.06,0.94
9362,0.06,0.94
9363,0.06,0.94
9364,0.06,0.94
9365,0.06,0.94
9366,0.06,0.94
9367,0.06,0.94
9368,0.06,0.94
9369,0.06,0.94
9370,0.06,0.94
9371,0.06,0.94
9372,0.06,0.94
9373,0.06,0.94
9374,0.06,0.94
9375,0.06,0.94
9376,0.06,0.94
9377,0.06,0.94
9378,0.06,0.94
9379,0.06,0.94
9380,0.06,0.94
9381,0.06,0.94
9382,0.06,0.94
9383,0.06,0.94
9384,0.06,0.94
9385,0.06,0.94
9386,0.06,0.94
9387,0.06,0.94
9388,0.06,0.94
9389,0.06,0.94
9390,0.06,0.94
9391,0.06,0.94
9392,0.06,0.94
9393,0.06,0.94
9394,0.06,0.94
9395,0.06,0.94
9396,0.06,0.94
9397,0.06,0.94
9398,0.06,0.94
9399,0.06,0.94
9400,0.06,0.94
9401,0.06,0.94
9402,0.06,0.94
9403,0.06,0.94
9404,0.06,0.94
9405,0.06,0.94
9406,0.06,0.94
9407,0.06,0.94
9408,0.06,0.94
9409,0.06,0.94
9410,0.06,0.94
9411,0.06,0.94
9412,0.06,0.94
9413,0.06,0.94
9414,0.06,0.94
9415,0.06,0.94
9416,0.06,0.94
9417,0.06,0.94
9418,0.06,0.94
9419,0.06,0.94
9420,0.06,0.94
9421,0.06,0.94
9422,0.06,0.94
9423,0.06,0.94
9424,0.06,0.94
9425,0.06,0.94
9426,0.06,0.94
9427,0.06,0.94
9428,0.06,0.94
9429,0.06,0.94
9430,0.06,0.94
9431,0.06,0.94
9432,0.06,0.94
9433,0.06,0.94
9434,0.06,0.94
9435,0.06,0.94
9436,0.06,0.94
9437,0.06,0.94
9438,0.06,0.94
9439,0.06,0.94
9440,0.06,0.94
9441,0.06,0.94
9442,0.06,0.94
9443,0.06,0.94
9444,0.06,0.94
9445,0.06,0.94
9446,0.06,0.94
9447,0.06,0.94
9448,0.06,0.94
9449,0.06,0.94
9450,0.06,0.94
9451,0.06,0.94
9452,0.06,0.94
9453,0.06,0.94
9454,0.06,0.94
9455,0.06,0.94
9456,0.06,0.94
9457,0.06,0.94
9458,0.06,0.94
9459,0.06,0.94
9460,0.06,0.94
9461,0.06,0.94
9462,0.06,0.94
9463,0.06,0.94
9464,0.06,0.94
9465,0.06,0.94
9466,0.06,0.94
9467,0.06,0.94
9468,0.06,0.94
9469,0.06,0.94
9470,0.06,0.94
9471,0.06,0.94
9472,0.06,0.94
9473,0.06,0.94
9474,0.06,0.94
9475,0.06,0.94
9476,0.06,0.94
9477,0.06,0.94
9478,0.06,0.94
9479,0.06,0.94
9480,0.06,0.94
9481,0.06,0.94
9482,0.06,0.94
9483,0.06,0.94
9484,0.06,0.94
9485,0.06,0.94
9486,0.06,0.94
9487,0.06,0.94
9488,0.06,0.94
9489,0.06,0.94
9490,0.06,0.94
9491,0.06,0.94
9492,0.06,0.94
9493,0.06,0.94
9494,0.06,0.94
9495,0.06,0.94
9496,0.06,0.94
9497,0.06,0.94
9498,0.06,0.94
9499,0.06,0.94
9500,0.06,0.94
9501,0.06,0.94
9502,0.06,0.94
9503,0.06,0.94
9504,0.06,0.94
9505,0.06,0.94
9506,0.06,0.94
9507,0.06,0.94
9508,0.06,0.94
9509,0.06,0.94
9510,0.06,0.94
9511,0.06,0.94
9512,0.06,0.94
9513,0.06,0.94
9514,0.06,0.94
9515,0.06,0.94
9516,0.06,0.94
9517,0.06,0.94
9518,0.06,0.94
9519,0.06,0.94
9520,0.06,0.94
9521,0.06,0.94
9522,0.06,0.94
9523,0.06,0.94
9524,0.06,0.94
9525,0.06,0.94
9526,0.06,0.94
9527,0.06,0.94
9528,0.06,0.94
9529,0.06,0.94
9530,0.06,0.94
9531,0.06,0.94
9532,0.06,0.94
9533,0.06,0.94
9534,0.06,0.94
9535,0.06,0.94
9536,0.06,0.94
9537,0.06,0.94
9538,0.06,0.94
9539,0.06,0.94
9540,0.06,0.94
9541,0.06,0.94
9542,0.06,0.94
9543,0.06,0.94
9544,0.06,0.94
9545,0.06,0.94
9546,0.06,0.94
9547,0.06,0.94
9548,0.06,0.94
9549,0.06,0.94
9550,0.06,0.94
9551,0.06,0.94
9552,0.06,0.94
9553,0.06,0.94
9554,0.06,0.94
9555,0.06,0.94
9556,0.06,0.94
9557,0.06,0.94
9558,0.06,0.94
9559,0.06,0.94
9560,0.06,0.94
9561,0.06,0.94
9562,0.06,0.94
9563,0.06,0.94
9564,0.06,0.94
9565,0.06,0.94
9566,0.06,0.94
9567,0.06,0.94
9568,0.06,0.94
9569,0.06,0.94
9570,0.06,0.94
9571,0.06,0.94
9572,0.06,0.94
9573,0.06,0.94
9574,0.06,0.94
9575,0.06,0.94
9576,0.06,0.94
9577,0.06,0.94
9578,0.06,0.94
9579,0.06,0.94
9580,0.06,0.94
9581,0.06,0.94
9582,0.06,0.94
9583,0.06,0.94
9584,0.06,0.94
9585,0.06,0.94
9586,0.06,0.94
9587,0.06,0.94
9588,0.06,0.94
9589,0.06,0.94
9590,0.06,0.94
9591,0.06,0.94
9592,0.06,0.94
9593,0.06,0.94
9594,0.06,0.94
9595,0.06,0.94
9596,0.06,0.94
9597,0.06,0.94
9598,0.06,0.94
9599,0.06,0.94
9600,0.06,0.94
9601,0.06,0.94
9602,0.06,0.94
9603,0.06,0.94
9604,0.06,0.94
9605,0.06,0.94
9606,0.06,0.94
9607,0.06,0.94
9608,0.06,0.94
9609,0.06,0.94
9610,0.06,0.94
9611,0.06,0.94
9612,0.06,0.94
9613,0.06,0.94
9614,0.06,0.94
9615,0.06,0.94
9616,0.06,0.94
9617,0.06,0.94
9618,0.06,0.94
9619,0.06,0.94
9620,0.06,0.94
9621,0.06,0.94
9622,0.06,0.94
9623,0.06,0.94
9624,0.06,0.94
9625,0.06,0.94
9626,0.06,0.94
9627,0.06,0.94
9628,0.06,0.94
9629,0.06,0.94
9630,0.06,0.94
9631,0.06,0.94
9632,0.06,0.94
9633,0.06,0.94
9634,0.06,0.94
9635,0.06,0.94
9636,0.06,0.94
9637,0.06,0.94
9638,0.06,0.94
9639,0.06,0.94
9640,0.06,0.94
9641,0.06,0.94
9642,0.06,0.94
9643,0.06,0.94
9644,0.06,0.94
9645,0.06,0.94
9646,0.06,0.94
9647,0.06,0.94
9648,0.06,0.94
9649,0.06,0.94
9650,0.06,0.94
9651,0.06,0.94
9652,0.06,0.94
9653,0.06,0.94
9654,0.06,0.94
9655,0.06,0.94
9656,0.06,0.94
9657,0.06,0.94
9658,0.06,0.94
9659,0.06,0.94
9660,0.06,0.94
9661,0.06,0.94
9662,0.06,0.94
9663,0.06,0.94
9664,0.06,0.94
9665,0.06,0.94
9666,0.06,0.94
9667,0.06,0.94
9668,0.06,0.94
9669,0.06,0.94
9670,0.06,0.94
9671,0.06,0.94
9672,0.06,0.94
9673,0.06,0.94
9674,0.06,0.94
9675,0.06,0.94
9676,0.06,0.94
9677,0.06,0.94
9678,0.06,0.94
9679,0.06,0.94
9680,0.06,0.94
9681,0.06,0.94
9682,0.06,0.94
9683,0.06,0.94
9684,0.06,0.94
9685,0.06,0.94
9686,0.06,0.94
9687,0.06,0.94
9688,0.06,0.94
9689,0.06,0.94
9690,0.06,0.94
9691,0.06,0.94
9692,0.06,0.94
9693,0.06,0.94
9694,0.06,0.94
9695,0.06,0.94
9696,0.06,0.94
9697,0.06,0.94
9698,0.06,0.94
9699,0.06,0.94
9700,0.06,0.94
9701,0.06,0.94
9702,0.06,0.94
9703,0.06,0.94
9704,0.06,0.94
9705,0.06,0.94
9706,0.06,0.94
9707,0.06,0.94
9708,0.06,0.94
9709,0.06,0.94
9710,0.06,0.94
9711,0.06,0.94
9712,0.06,0.94
9713,0.06,0.94
9714,0.06,0.94
9715,0.06,0.94
9716,0.06,0.94
9717,0.06,0.94
9718,0.06,0.94
9719,0.06,0.94
9720,0.06,0.94
9721,0.06,0.94
9722,0.06,0.94
9723,0.06,0.94
9724,0.06,0.94
9725,0.06,0.94
9726,0.06,0.94
9727,0.06,0.94
9728,0.06,0.94
9729,0.06,0.94
9730,0.06,0.94
9731,0.06,0.94
9732,0.06,0.94
9733,0.06,0.94
9734,0.06,0.94
9735,0.06,0.94
9736,0.06,0.94
9737,0.06,0.94
9738,0.06,0.94
9739,0.06,0.94
9740,0.06,0.94
9741,0.06,0.94
9742,0.06,0.94
9743,0.06,0.94
9744,0.06,0.94
9745,0.06,0.94
9746,0.06,0.94
9747,0.06,0.94
9748,0.06,0.94
9749,0.06,0.94
9750,0.06,0.94
9751,0.06,0.94
9752,0.06,0.94
9753,0.06,0.94
9754,0.06,0.94
9755,0.06,0.94
9756,0.06,0.94
9757,0.06,0.94
9758,0.06,0.94
9759,0.06,0.94
9760,0.06,0.94
9761,0.06,0.94
9762,0.06,0.94
9763,0.06,0.94
9764,0.06,0.94
9765,0.06,0.94
9766,0.06,0.94
9767,0.06,0.94
9768,0.06,0.94
9769,0.06,0.94
9770,0.06,0.94
9771,0.06,0.94
9772,0.06,0.94
9773,0.06,0.94
9774,0.06,0.94
9775,0.06,0.94
9776,0.06,0.94
9777,0.06,0.94
9778,0.06,0.94
9779,0.06,0.94
9780,0.06,0.94
9781,0.06,0.94
9782,0.06,0.94
9783,0.06,0.94
9784,0.06,0.94
9785,0.06,0.94
9786,0.06,0.94
9787,0.06,0.94
9788,0.06,0.94
9789,0.06,0.94
9790,0.06,0.94
9791,0.06,0.94
9792,0.06,0.94
9793,0.06,0.94
9794,0.06,0.94
9795,0.06,0.94
9796,0.06,0.94
9797,0.06,0.94
9798,0.06,0.94
9799,0.06,0.94
9800,0.06,0.94
9801,0.06,0.94
9802,0.06,0.94
9803,0.06,0.94
9804,0.06,0.94
9805,0.06,0.94
9806,0.06,0.94
9807,0.06,0.94
9808,0.06,0.94
9809,0.06,0.94
9810,0.06,0.94
9811,0.06,0.94
9812,0.06,0.94
9813,0.06,0.94
9814,0.06,0.94
9815,0.06,0.94
9816,0.06,0.94
9817,0.06,0.94
9818,0.06,0.94
9819,0.06,0.94
9820,0.06,0.94
9821,0.06,0.94
9822,0.06,0.94
9823,0.06,0.94
9824,0.06,0.94
9825,0.06,0.94
9826,0.06,0.94
9827,0.06,0.94
9828,0.06,0.94
9829,0.06,0.94
9830,0.06,0.94
9831,0.06,0.94
9832,0.06,0.94
9833,0.06,0.94
9834,0.06,0.94
9835,0.06,0.94
9836,0.06,0.94
9837,0.06,0.94
9838,0.06,0.94
9839,0.06,0.94
9840,0.06,0.94
9841,0.06,0.94
9842,0.06,0.94
9843,0.06,0.94
9844,0.06,0.94
9845,0.06,0.94
9846,0.06,0.94
9847,0.06,0.94
9848,0.06,0.94
9849,0.06,0.94
9850,0.06,0.94
9851,0.06,0.94
9852,0.06,0.94
9853,0.06,0.94
9854,0.06,0.94
9855,0.06,0.94
9856,0.06,0.94
9857,0.06,0.94
9858,0.06,0.94
9859,0.06,0.94
9860,0.06,0.94
9861,0.06,0.94
9862,0.06,0.94
9863,0.06,0.94
9864,0.06,0.94
9865,0.06,0.94
9866,0.06,0.94
9867,0.06,0.94
9868,0.06,0.94
9869,0.06,0.94
9870,0.06,0.94
9871,0.06,0.94
9872,0.06,0.94
9873,0.06,0.94
9874,0.06,0.94
9875,0.06,0.94
9876,0.06,0.94
9877,0.06,0.94
9878,0.06,0.94
9879,0.06,0.94
9880,0.06,0.94
9881,0.06,0.94
9882,0.06,0.94
9883,0.06,0.94
9884,0.06,0.94
9885,0.06,0.94
9886,0.06,0.94
9887,0.06,0.94
9888,0.06,0.94
9889,0.06,0.94
9890,0.06,0.94
9891,0.06,0.94
9892,0.06,0.94
9893,0.06,0.94
9894,0.06,0.94
9895,0.06,0.94
9896,0.06,0.94
9897,0.06,0.94
9898,0.06,0.94
9899,0.06,0.94
9900,0.06,0.94
9901,0.06,0.94
9902,0.06,0.94
9903,0.06,0.94
9904,0.06,0.94
9905,0.06,0.94
9906,0.06,0.94
9907,0.06,0.94
9908,0.06,0.94
9909,0.06,0.94
9910,0.06,0.94
9911,0.06,0.94
9912,0.06,0.94
9913,0.06,0.94
9914,0.06,0.94
9915,0.06,0.94
9916,0.06,0.94
9917,0.06,0.94
9918,0.06,0.94
9919,0.06,0.94
9920,0.06,0.94
9921,0.06,0.94
9922,0.06,0.94
9923,0.06,0.94
9924,0.06,0.94
9925,0.06,0.94
9926,0.06,0.94
9927,0.06,0.94
9928,0.06,0.94
9929,0.06,0.94
9930,0.06,0.94
9931,0.06,0.94
9932,0.06,0.94
9933,0.06,0.94
9934,0.06,0.94
9935,0.06,0.94
9936,0.06,0.94
9937,0.06,0.94
9938,0.06,0.94
9939,0.06,0.94
9940,0.06,0.94
9941,0.06,0.94
9942,0.06,0.94
9943,0.06,0.94
9944,0.06,0.94
9945,0.06,0.94
9946,0.06,0.94
9947,0.06,0.94
9948,0.06,0.94
9949,0.06,0.94
9950,0.06,0.94
9951,0.06,0.94
9952,0.06,0.94
9953,0.06,0.94
9954,0.06,0.94
9955,0.06,0.94
9956,0.06,0.94
9957,0.06,0.94
9958,0.06,0.94
9959,0.06,0.94
9960,0.06,0.94
9961,0.06,0.94
9962,0.06,0.94
9963,0.06,0.94
9964,0.06,0.94
9965,0.06,0.94
9966,0.06,0.94
9967,0.06,0.94
9968,0.06,0.94
9969,0.06,0.94
9970,0.06,0.94
9971,0.06,0.94
9972,0.06,0.94
9973,0.06,0.94
9974,0.06,0.94
9975,0.06,0.94
9976,0.06,0.94
9977,0.06,0.94
9978,0.06,0.94
9979,0.06,0.94
9980,0.06,0.94
9981,0.06,0.94
9982,0.06,0.94
9983,0.06,0.94
9984,0.06,0.94
9985,0.06,0.94
9986,0.06,0.94
9987,0.06,0.94
9988,0.06,0.94
9989,0.06,0.94
9990,0.06,0.94
9991,0.06,0.94
9992,0.06,0.94
9993,0.06,0.94
9994,0.06,0.94
9995,0.06,0.94
9996,0.06,0.94
9997,0.06,0.94
9998,0.06,0.94
9999,0.06,0.94
10000,0.06,0.94
