iter_b,zero_prob_b,one_prob_b
3893,0.05,0.95
3894,0.05,0.95
3895,0.05,0.95
3896,0.05,0.95
3897,0.05,0.95
3898,0.05,0.95
3899,0.05,0.95
3900,0.05,0.95
3901,0.05,0.95
3902,0.05,0.95
3903,0.05,0.95
3904,0.05,0.95
3905,0.05,0.95
3906,0.05,0.95
3907,0.05,0.95
3908,0.05,0.95
3909,0.05,0.95
3910,0.05,0.95
3911,0.05,0.95
3912,0.05,0.95
3913,0.05,0.95
3914,0.05,0.95
3915,0.05,0.95
3916,0.05,0.95
3917,0.05,0.95
3918,0.05,0.95
3919,0.05,0.95
3920,0.05,0.95
3921,0.05,0.95
3922,0.05,0.95
3923,0.05,0.95
3924,0.05,0.95
3925,0.05,0.95
3926,0.05,0.95
3927,0.05,0.95
3928,0.05,0.95
3929,0.05,0.95
3930,0.05,0.95
3931,0.05,0.95
3932,0.05,0.95
3933,0.05,0.95
3934,0.05,0.95
3935,0.05,0.95
3936,0.05,0.95
3937,0.05,0.95
3938,0.05,0.95
3939,0.05,0.95
3940,0.05,0.95
3941,0.05,0.95
3942,0.05,0.95
3943,0.05,0.95
3944,0.05,0.95
3945,0.05,0.95
3946,0.05,0.95
3947,0.05,0.95
3948,0.05,0.95
3949,0.05,0.95
3950,0.05,0.95
3951,0.05,0.95
3952,0.05,0.95
3953,0.05,0.95
3954,0.05,0.95
3955,0.05,0.95
3956,0.05,0.95
3957,0.05,0.95
3958,0.05,0.95
3959,0.05,0.95
3960,0.05,0.95
3961,0.05,0.95
3962,0.05,0.95
3963,0.05,0.95
3964,0.05,0.95
3965,0.05,0.95
3966,0.05,0.95
3967,0.05,0.95
3968,0.05,0.95
3969,0.05,0.95
3970,0.05,0.95
3971,0.05,0.95
3972,0.05,0.95
3973,0.05,0.95
3974,0.05,0.95
3975,0.05,0.95
3976,0.05,0.95
3977,0.05,0.95
3978,0.05,0.95
3979,0.05,0.95
3980,0.05,0.95
3981,0.05,0.95
3982,0.05,0.95
3983,0.05,0.95
3984,0.05,0.95
3985,0.05,0.95
3986,0.05,0.95
3987,0.05,0.95
3988,0.05,0.95
3989,0.05,0.95
3990,0.05,0.95
3991,0.05,0.95
3992,0.05,0.95
3993,0.05,0.95
3994,0.05,0.95
3995,0.05,0.95
3996,0.05,0.95
3997,0.05,0.95
3998,0.05,0.95
3999,0.05,0.95
4000,0.05,0.95
4001,0.05,0.95
4002,0.05,0.95
4003,0.05,0.95
4004,0.05,0.95
4005,0.05,0.95
4006,0.05,0.95
4007,0.05,0.95
4008,0.05,0.95
4009,0.05,0.95
4010,0.05,0.95
4011,0.05,0.95
4012,0.05,0.95
4013,0.05,0.95
4014,0.05,0.95
4015,0.05,0.95
4016,0.05,0.95
4017,0.05,0.95
4018,0.05,0.95
4019,0.05,0.95
4020,0.05,0.95
4021,0.05,0.95
4022,0.05,0.95
4023,0.05,0.95
4024,0.05,0.95
4025,0.05,0.95
4026,0.05,0.95
4027,0.05,0.95
4028,0.05,0.95
4029,0.05,0.95
4030,0.05,0.95
4031,0.05,0.95
4032,0.05,0.95
4033,0.05,0.95
4034,0.05,0.95
4035,0.05,0.95
4036,0.05,0.95
4037,0.05,0.95
4038,0.05,0.95
4039,0.05,0.95
4040,0.05,0.95
4041,0.05,0.95
4042,0.05,0.95
4043,0.05,0.95
4044,0.05,0.95
4045,0.05,0.95
4046,0.05,0.95
4047,0.05,0.95
4048,0.05,0.95
4049,0.05,0.95
4050,0.05,0.95
4051,0.05,0.95
4052,0.05,0.95
4053,0.05,0.95
4054,0.05,0.95
4055,0.05,0.95
4056,0.05,0.95
4057,0.05,0.95
4058,0.05,0.95
4059,0.05,0.95
4060,0.05,0.95
4061,0.05,0.95
4062,0.05,0.95
4063,0.05,0.95
4064,0.05,0.95
4065,0.05,0.95
4066,0.05,0.95
4067,0.05,0.95
4068,0.05,0.95
4069,0.05,0.95
4070,0.05,0.95
4071,0.05,0.95
4072,0.05,0.95
4073,0.05,0.95
4074,0.05,0.95
4075,0.05,0.95
4076,0.05,0.95
4077,0.05,0.95
4078,0.05,0.95
4079,0.05,0.95
4080,0.05,0.95
4081,0.05,0.95
4082,0.05,0.95
4083,0.05,0.95
4084,0.05,0.95
4085,0.05,0.95
4086,0.05,0.95
4087,0.05,0.95
4088,0.05,0.95
4089,0.05,0.95
4090,0.05,0.95
4091,0.05,0.95
4092,0.05,0.95
4093,0.05,0.95
4094,0.05,0.95
4095,0.05,0.95
4096,0.05,0.95
4097,0.05,0.95
4098,0.05,0.95
4099,0.05,0.95
4100,0.05,0.95
4101,0.05,0.95
4102,0.05,0.95
4103,0.05,0.95
4104,0.05,0.95
4105,0.05,0.95
4106,0.05,0.95
4107,0.05,0.95
4108,0.05,0.95
4109,0.05,0.95
4110,0.05,0.95
4111,0.05,0.95
4112,0.05,0.95
4113,0.05,0.95
4114,0.05,0.95
4115,0.05,0.95
4116,0.05,0.95
4117,0.05,0.95
4118,0.05,0.95
4119,0.05,0.95
4120,0.05,0.95
4121,0.05,0.95
4122,0.05,0.95
4123,0.05,0.95
4124,0.05,0.95
4125,0.05,0.95
4126,0.05,0.95
4127,0.05,0.95
4128,0.05,0.95
4129,0.05,0.95
4130,0.05,0.95
4131,0.05,0.95
4132,0.05,0.95
4133,0.05,0.95
4134,0.05,0.95
4135,0.05,0.95
4136,0.05,0.95
4137,0.05,0.95
4138,0.05,0.95
4139,0.05,0.95
4140,0.05,0.95
4141,0.05,0.95
4142,0.05,0.95
4143,0.05,0.95
4144,0.05,0.95
4145,0.05,0.95
4146,0.05,0.95
4147,0.05,0.95
4148,0.05,0.95
4149,0.05,0.95
4150,0.05,0.95
4151,0.05,0.95
4152,0.05,0.95
4153,0.05,0.95
4154,0.05,0.95
4155,0.05,0.95
4156,0.05,0.95
4157,0.05,0.95
4158,0.05,0.95
4159,0.05,0.95
4160,0.05,0.95
4161,0.05,0.95
4162,0.05,0.95
4163,0.05,0.95
4164,0.05,0.95
4165,0.05,0.95
4166,0.05,0.95
4167,0.05,0.95
4168,0.05,0.95
4169,0.05,0.95
4170,0.05,0.95
4171,0.05,0.95
4172,0.05,0.95
4173,0.05,0.95
4174,0.05,0.95
4175,0.05,0.95
4176,0.05,0.95
4177,0.05,0.95
4178,0.05,0.95
4179,0.05,0.95
4180,0.05,0.95
4181,0.05,0.95
4182,0.05,0.95
4183,0.05,0.95
4184,0.05,0.95
4185,0.05,0.95
4186,0.05,0.95
4187,0.05,0.95
4188,0.05,0.95
4189,0.05,0.95
4190,0.05,0.95
4191,0.05,0.95
4192,0.05,0.95
4193,0.05,0.95
4194,0.05,0.95
4195,0.05,0.95
4196,0.05,0.95
4197,0.05,0.95
4198,0.05,0.95
4199,0.05,0.95
4200,0.05,0.95
4201,0.05,0.95
4202,0.05,0.95
4203,0.05,0.95
4204,0.05,0.95
4205,0.05,0.95
4206,0.05,0.95
4207,0.05,0.95
4208,0.05,0.95
4209,0.05,0.95
4210,0.05,0.95
4211,0.05,0.95
4212,0.05,0.95
4213,0.05,0.95
4214,0.05,0.95
4215,0.05,0.95
4216,0.05,0.95
4217,0.05,0.95
4218,0.05,0.95
4219,0.05,0.95
4220,0.05,0.95
4221,0.05,0.95
4222,0.05,0.95
4223,0.05,0.95
4224,0.05,0.95
4225,0.05,0.95
4226,0.05,0.95
4227,0.05,0.95
4228,0.05,0.95
4229,0.05,0.95
4230,0.05,0.95
4231,0.05,0.95
4232,0.05,0.95
4233,0.05,0.95
4234,0.05,0.95
4235,0.05,0.95
4236,0.05,0.95
4237,0.05,0.95
4238,0.05,0.95
4239,0.05,0.95
4240,0.05,0.95
4241,0.05,0.95
4242,0.05,0.95
4243,0.05,0.95
4244,0.05,0.95
4245,0.05,0.95
4246,0.05,0.95
4247,0.05,0.95
4248,0.05,0.95
4249,0.05,0.95
4250,0.05,0.95
4251,0.05,0.95
4252,0.05,0.95
4253,0.05,0.95
4254,0.05,0.95
4255,0.05,0.95
4256,0.05,0.95
4257,0.05,0.95
4258,0.05,0.95
4259,0.05,0.95
4260,0.05,0.95
4261,0.05,0.95
4262,0.05,0.95
4263,0.05,0.95
4264,0.05,0.95
4265,0.05,0.95
4266,0.05,0.95
4267,0.05,0.95
4268,0.05,0.95
4269,0.05,0.95
4270,0.05,0.95
4271,0.05,0.95
4272,0.05,0.95
4273,0.05,0.95
4274,0.05,0.95
4275,0.05,0.95
4276,0.05,0.95
4277,0.05,0.95
4278,0.05,0.95
4279,0.05,0.95
4280,0.05,0.95
4281,0.05,0.95
4282,0.05,0.95
4283,0.05,0.95
4284,0.05,0.95
4285,0.05,0.95
4286,0.05,0.95
4287,0.05,0.95
4288,0.05,0.95
4289,0.05,0.95
4290,0.05,0.95
4291,0.05,0.95
4292,0.05,0.95
4293,0.05,0.95
4294,0.05,0.95
4295,0.05,0.95
4296,0.05,0.95
4297,0.05,0.95
4298,0.05,0.95
4299,0.05,0.95
4300,0.05,0.95
4301,0.05,0.95
4302,0.05,0.95
4303,0.05,0.95
4304,0.05,0.95
4305,0.05,0.95
4306,0.05,0.95
4307,0.05,0.95
4308,0.05,0.95
4309,0.05,0.95
4310,0.05,0.95
4311,0.05,0.95
4312,0.05,0.95
4313,0.05,0.95
4314,0.05,0.95
4315,0.05,0.95
4316,0.05,0.95
4317,0.05,0.95
4318,0.05,0.95
4319,0.05,0.95
4320,0.05,0.95
4321,0.05,0.95
4322,0.05,0.95
4323,0.05,0.95
4324,0.05,0.95
4325,0.05,0.95
4326,0.05,0.95
4327,0.05,0.95
4328,0.05,0.95
4329,0.05,0.95
4330,0.05,0.95
4331,0.05,0.95
4332,0.05,0.95
4333,0.05,0.95
4334,0.05,0.95
4335,0.05,0.95
4336,0.05,0.95
4337,0.05,0.95
4338,0.05,0.95
4339,0.05,0.95
4340,0.05,0.95
4341,0.05,0.95
4342,0.05,0.95
4343,0.05,0.95
4344,0.05,0.95
4345,0.05,0.95
4346,0.05,0.95
4347,0.05,0.95
4348,0.05,0.95
4349,0.05,0.95
4350,0.05,0.95
4351,0.05,0.95
4352,0.05,0.95
4353,0.05,0.95
4354,0.05,0.95
4355,0.05,0.95
4356,0.05,0.95
4357,0.05,0.95
4358,0.05,0.95
4359,0.05,0.95
4360,0.05,0.95
4361,0.05,0.95
4362,0.05,0.95
4363,0.05,0.95
4364,0.05,0.95
4365,0.05,0.95
4366,0.05,0.95
4367,0.05,0.95
4368,0.05,0.95
4369,0.05,0.95
4370,0.05,0.95
4371,0.05,0.95
4372,0.05,0.95
4373,0.05,0.95
4374,0.05,0.95
4375,0.05,0.95
4376,0.05,0.95
4377,0.05,0.95
4378,0.05,0.95
4379,0.05,0.95
4380,0.05,0.95
4381,0.05,0.95
4382,0.05,0.95
4383,0.05,0.95
4384,0.05,0.95
4385,0.05,0.95
4386,0.05,0.95
4387,0.05,0.95
4388,0.05,0.95
4389,0.05,0.95
4390,0.05,0.95
4391,0.05,0.95
4392,0.05,0.95
4393,0.05,0.95
4394,0.05,0.95
4395,0.05,0.95
4396,0.05,0.95
4397,0.05,0.95
4398,0.05,0.95
4399,0.05,0.95
4400,0.05,0.95
4401,0.05,0.95
4402,0.05,0.95
4403,0.05,0.95
4404,0.05,0.95
4405,0.05,0.95
4406,0.05,0.95
4407,0.05,0.95
4408,0.05,0.95
4409,0.05,0.95
4410,0.05,0.95
4411,0.05,0.95
4412,0.05,0.95
4413,0.05,0.95
4414,0.05,0.95
4415,0.05,0.95
4416,0.05,0.95
4417,0.05,0.95
4418,0.05,0.95
4419,0.05,0.95
4420,0.05,0.95
4421,0.05,0.95
4422,0.05,0.95
4423,0.05,0.95
4424,0.05,0.95
4425,0.05,0.95
4426,0.05,0.95
4427,0.05,0.95
4428,0.05,0.95
4429,0.05,0.95
4430,0.05,0.95
4431,0.05,0.95
4432,0.05,0.95
4433,0.05,0.95
4434,0.05,0.95
4435,0.05,0.95
4436,0.05,0.95
4437,0.05,0.95
4438,0.05,0.95
4439,0.05,0.95
4440,0.05,0.95
4441,0.05,0.95
4442,0.05,0.95
4443,0.05,0.95
4444,0.05,0.95
4445,0.05,0.95
4446,0.05,0.95
4447,0.05,0.95
4448,0.05,0.95
4449,0.05,0.95
4450,0.05,0.95
4451,0.05,0.95
4452,0.05,0.95
4453,0.05,0.95
4454,0.05,0.95
4455,0.05,0.95
4456,0.05,0.95
4457,0.05,0.95
4458,0.05,0.95
4459,0.05,0.95
4460,0.05,0.95
4461,0.05,0.95
4462,0.05,0.95
4463,0.05,0.95
4464,0.05,0.95
4465,0.05,0.95
4466,0.05,0.95
4467,0.05,0.95
4468,0.05,0.95
4469,0.05,0.95
4470,0.05,0.95
4471,0.05,0.95
4472,0.05,0.95
4473,0.05,0.95
4474,0.05,0.95
4475,0.05,0.95
4476,0.05,0.95
4477,0.05,0.95
4478,0.05,0.95
4479,0.05,0.95
4480,0.05,0.95
4481,0.05,0.95
4482,0.05,0.95
4483,0.05,0.95
4484,0.05,0.95
4485,0.05,0.95
4486,0.05,0.95
4487,0.05,0.95
4488,0.05,0.95
4489,0.05,0.95
4490,0.05,0.95
4491,0.05,0.95
4492,0.05,0.95
4493,0.05,0.95
4494,0.05,0.95
4495,0.05,0.95
4496,0.05,0.95
4497,0.05,0.95
4498,0.05,0.95
4499,0.05,0.95
4500,0.05,0.95
4501,0.05,0.95
4502,0.05,0.95
4503,0.05,0.95
4504,0.05,0.95
4505,0.05,0.95
4506,0.05,0.95
4507,0.05,0.95
4508,0.05,0.95
4509,0.05,0.95
4510,0.05,0.95
4511,0.05,0.95
4512,0.05,0.95
4513,0.05,0.95
4514,0.05,0.95
4515,0.05,0.95
4516,0.05,0.95
4517,0.05,0.95
4518,0.05,0.95
4519,0.05,0.95
4520,0.05,0.95
4521,0.05,0.95
4522,0.05,0.95
4523,0.05,0.95
4524,0.05,0.95
4525,0.05,0.95
4526,0.05,0.95
4527,0.05,0.95
4528,0.05,0.95
4529,0.05,0.95
4530,0.05,0.95
4531,0.05,0.95
4532,0.05,0.95
4533,0.05,0.95
4534,0.05,0.95
4535,0.05,0.95
4536,0.05,0.95
4537,0.05,0.95
4538,0.05,0.95
4539,0.05,0.95
4540,0.05,0.95
4541,0.05,0.95
4542,0.05,0.95
4543,0.05,0.95
4544,0.05,0.95
4545,0.05,0.95
4546,0.05,0.95
4547,0.05,0.95
4548,0.05,0.95
4549,0.05,0.95
4550,0.05,0.95
4551,0.05,0.95
4552,0.05,0.95
4553,0.05,0.95
4554,0.05,0.95
4555,0.05,0.95
4556,0.05,0.95
4557,0.05,0.95
4558,0.05,0.95
4559,0.05,0.95
4560,0.05,0.95
4561,0.05,0.95
4562,0.05,0.95
4563,0.05,0.95
4564,0.05,0.95
4565,0.05,0.95
4566,0.05,0.95
4567,0.05,0.95
4568,0.05,0.95
4569,0.05,0.95
4570,0.05,0.95
4571,0.05,0.95
4572,0.05,0.95
4573,0.05,0.95
4574,0.05,0.95
4575,0.05,0.95
4576,0.05,0.95
4577,0.05,0.95
4578,0.05,0.95
4579,0.05,0.95
4580,0.05,0.95
4581,0.05,0.95
4582,0.05,0.95
4583,0.05,0.95
4584,0.05,0.95
4585,0.05,0.95
4586,0.05,0.95
4587,0.05,0.95
4588,0.05,0.95
4589,0.05,0.95
4590,0.05,0.95
4591,0.05,0.95
4592,0.05,0.95
4593,0.05,0.95
4594,0.05,0.95
4595,0.05,0.95
4596,0.05,0.95
4597,0.05,0.95
4598,0.05,0.95
4599,0.05,0.95
4600,0.05,0.95
4601,0.05,0.95
4602,0.05,0.95
4603,0.05,0.95
4604,0.05,0.95
4605,0.05,0.95
4606,0.05,0.95
4607,0.05,0.95
4608,0.05,0.95
4609,0.05,0.95
4610,0.05,0.95
4611,0.05,0.95
4612,0.05,0.95
4613,0.05,0.95
4614,0.05,0.95
4615,0.05,0.95
4616,0.05,0.95
4617,0.05,0.95
4618,0.05,0.95
4619,0.05,0.95
4620,0.05,0.95
4621,0.05,0.95
4622,0.05,0.95
4623,0.05,0.95
4624,0.05,0.95
4625,0.05,0.95
4626,0.05,0.95
4627,0.05,0.95
4628,0.05,0.95
4629,0.05,0.95
4630,0.05,0.95
4631,0.05,0.95
4632,0.05,0.95
4633,0.05,0.95
4634,0.05,0.95
4635,0.05,0.95
4636,0.05,0.95
4637,0.05,0.95
4638,0.05,0.95
4639,0.05,0.95
4640,0.05,0.95
4641,0.05,0.95
4642,0.05,0.95
4643,0.05,0.95
4644,0.05,0.95
4645,0.05,0.95
4646,0.05,0.95
4647,0.05,0.95
4648,0.05,0.95
4649,0.05,0.95
4650,0.05,0.95
4651,0.05,0.95
4652,0.05,0.95
4653,0.05,0.95
4654,0.05,0.95
4655,0.05,0.95
4656,0.05,0.95
4657,0.05,0.95
4658,0.05,0.95
4659,0.05,0.95
4660,0.05,0.95
4661,0.05,0.95
4662,0.05,0.95
4663,0.05,0.95
4664,0.05,0.95
4665,0.05,0.95
4666,0.05,0.95
4667,0.05,0.95
4668,0.05,0.95
4669,0.05,0.95
4670,0.05,0.95
4671,0.05,0.95
4672,0.05,0.95
4673,0.05,0.95
4674,0.05,0.95
4675,0.05,0.95
4676,0.05,0.95
4677,0.05,0.95
4678,0.05,0.95
4679,0.05,0.95
4680,0.05,0.95
4681,0.05,0.95
4682,0.05,0.95
4683,0.05,0.95
4684,0.05,0.95
4685,0.05,0.95
4686,0.05,0.95
4687,0.05,0.95
4688,0.05,0.95
4689,0.05,0.95
4690,0.05,0.95
4691,0.05,0.95
4692,0.05,0.95
4693,0.05,0.95
4694,0.05,0.95
4695,0.05,0.95
4696,0.05,0.95
4697,0.05,0.95
4698,0.05,0.95
4699,0.05,0.95
4700,0.05,0.95
4701,0.05,0.95
4702,0.05,0.95
4703,0.05,0.95
4704,0.05,0.95
4705,0.05,0.95
4706,0.05,0.95
4707,0.05,0.95
4708,0.05,0.95
4709,0.05,0.95
4710,0.05,0.95
4711,0.05,0.95
4712,0.05,0.95
4713,0.05,0.95
4714,0.05,0.95
4715,0.05,0.95
4716,0.05,0.95
4717,0.05,0.95
4718,0.05,0.95
4719,0.05,0.95
4720,0.05,0.95
4721,0.05,0.95
4722,0.05,0.95
4723,0.05,0.95
4724,0.05,0.95
4725,0.05,0.95
4726,0.05,0.95
4727,0.05,0.95
4728,0.05,0.95
4729,0.05,0.95
4730,0.05,0.95
4731,0.05,0.95
4732,0.05,0.95
4733,0.05,0.95
4734,0.05,0.95
4735,0.05,0.95
4736,0.05,0.95
4737,0.05,0.95
4738,0.05,0.95
4739,0.05,0.95
4740,0.05,0.95
4741,0.05,0.95
4742,0.05,0.95
4743,0.05,0.95
4744,0.05,0.95
4745,0.05,0.95
4746,0.05,0.95
4747,0.05,0.95
4748,0.05,0.95
4749,0.05,0.95
4750,0.05,0.95
4751,0.05,0.95
4752,0.05,0.95
4753,0.05,0.95
4754,0.05,0.95
4755,0.05,0.95
4756,0.05,0.95
4757,0.05,0.95
4758,0.05,0.95
4759,0.05,0.95
4760,0.05,0.95
4761,0.05,0.95
4762,0.05,0.95
4763,0.05,0.95
4764,0.05,0.95
4765,0.05,0.95
4766,0.05,0.95
4767,0.05,0.95
4768,0.05,0.95
4769,0.05,0.95
4770,0.05,0.95
4771,0.05,0.95
4772,0.05,0.95
4773,0.05,0.95
4774,0.05,0.95
4775,0.05,0.95
4776,0.05,0.95
4777,0.05,0.95
4778,0.05,0.95
4779,0.05,0.95
4780,0.05,0.95
4781,0.05,0.95
4782,0.05,0.95
4783,0.05,0.95
4784,0.05,0.95
4785,0.05,0.95
4786,0.05,0.95
4787,0.05,0.95
4788,0.05,0.95
4789,0.05,0.95
4790,0.05,0.95
4791,0.05,0.95
4792,0.05,0.95
4793,0.05,0.95
4794,0.05,0.95
4795,0.05,0.95
4796,0.05,0.95
4797,0.05,0.95
4798,0.05,0.95
4799,0.05,0.95
4800,0.05,0.95
4801,0.05,0.95
4802,0.05,0.95
4803,0.05,0.95
4804,0.05,0.95
4805,0.05,0.95
4806,0.05,0.95
4807,0.05,0.95
4808,0.05,0.95
4809,0.05,0.95
4810,0.05,0.95
4811,0.05,0.95
4812,0.05,0.95
4813,0.05,0.95
4814,0.05,0.95
4815,0.05,0.95
4816,0.05,0.95
4817,0.05,0.95
4818,0.05,0.95
4819,0.05,0.95
4820,0.05,0.95
4821,0.05,0.95
4822,0.05,0.95
4823,0.05,0.95
4824,0.05,0.95
4825,0.05,0.95
4826,0.05,0.95
4827,0.05,0.95
4828,0.05,0.95
4829,0.05,0.95
4830,0.05,0.95
4831,0.05,0.95
4832,0.05,0.95
4833,0.05,0.95
4834,0.05,0.95
4835,0.05,0.95
4836,0.05,0.95
4837,0.05,0.95
4838,0.05,0.95
4839,0.05,0.95
4840,0.05,0.95
4841,0.05,0.95
4842,0.05,0.95
4843,0.05,0.95
4844,0.05,0.95
4845,0.05,0.95
4846,0.05,0.95
4847,0.05,0.95
4848,0.05,0.95
4849,0.05,0.95
4850,0.05,0.95
4851,0.05,0.95
4852,0.05,0.95
4853,0.05,0.95
4854,0.05,0.95
4855,0.05,0.95
4856,0.05,0.95
4857,0.05,0.95
4858,0.05,0.95
4859,0.05,0.95
4860,0.05,0.95
4861,0.05,0.95
4862,0.05,0.95
4863,0.05,0.95
4864,0.05,0.95
4865,0.05,0.95
4866,0.05,0.95
4867,0.05,0.95
4868,0.05,0.95
4869,0.05,0.95
4870,0.05,0.95
4871,0.05,0.95
4872,0.05,0.95
4873,0.05,0.95
4874,0.05,0.95
4875,0.05,0.95
4876,0.05,0.95
4877,0.05,0.95
4878,0.05,0.95
4879,0.05,0.95
4880,0.05,0.95
4881,0.05,0.95
4882,0.05,0.95
4883,0.05,0.95
4884,0.05,0.95
4885,0.05,0.95
4886,0.05,0.95
4887,0.05,0.95
4888,0.05,0.95
4889,0.05,0.95
4890,0.05,0.95
4891,0.05,0.95
4892,0.05,0.95
4893,0.05,0.95
4894,0.05,0.95
4895,0.05,0.95
4896,0.05,0.95
4897,0.05,0.95
4898,0.05,0.95
4899,0.05,0.95
4900,0.05,0.95
4901,0.05,0.95
4902,0.05,0.95
4903,0.05,0.95
4904,0.05,0.95
4905,0.05,0.95
4906,0.05,0.95
4907,0.05,0.95
4908,0.05,0.95
4909,0.05,0.95
4910,0.05,0.95
4911,0.05,0.95
4912,0.05,0.95
4913,0.05,0.95
4914,0.05,0.95
4915,0.05,0.95
4916,0.05,0.95
4917,0.05,0.95
4918,0.05,0.95
4919,0.05,0.95
4920,0.05,0.95
4921,0.05,0.95
4922,0.05,0.95
4923,0.05,0.95
4924,0.05,0.95
4925,0.05,0.95
4926,0.05,0.95
4927,0.05,0.95
4928,0.05,0.95
4929,0.05,0.95
4930,0.05,0.95
4931,0.05,0.95
4932,0.05,0.95
4933,0.05,0.95
4934,0.05,0.95
4935,0.05,0.95
4936,0.05,0.95
4937,0.05,0.95
4938,0.05,0.95
4939,0.05,0.95
4940,0.05,0.95
4941,0.05,0.95
4942,0.05,0.95
4943,0.05,0.95
4944,0.05,0.95
4945,0.05,0.95
4946,0.05,0.95
4947,0.05,0.95
4948,0.05,0.95
4949,0.05,0.95
4950,0.05,0.95
4951,0.05,0.95
4952,0.05,0.95
4953,0.05,0.95
4954,0.05,0.95
4955,0.05,0.95
4956,0.05,0.95
4957,0.05,0.95
4958,0.05,0.95
4959,0.05,0.95
4960,0.05,0.95
4961,0.05,0.95
4962,0.05,0.95
4963,0.05,0.95
4964,0.05,0.95
4965,0.05,0.95
4966,0.05,0.95
4967,0.05,0.95
4968,0.05,0.95
4969,0.05,0.95
4970,0.05,0.95
4971,0.05,0.95
4972,0.05,0.95
4973,0.05,0.95
4974,0.05,0.95
4975,0.05,0.95
4976,0.05,0.95
4977,0.05,0.95
4978,0.05,0.95
4979,0.05,0.95
4980,0.05,0.95
4981,0.05,0.95
4982,0.05,0.95
4983,0.05,0.95
4984,0.05,0.95
4985,0.05,0.95
4986,0.05,0.95
4987,0.05,0.95
4988,0.05,0.95
4989,0.05,0.95
4990,0.05,0.95
4991,0.05,0.95
4992,0.05,0.95
4993,0.05,0.95
4994,0.05,0.95
4995,0.05,0.95
4996,0.05,0.95
4997,0.05,0.95
4998,0.05,0.95
4999,0.05,0.95
5000,0.05,0.95
5001,0.05,0.95
5002,0.05,0.95
5003,0.05,0.95
5004,0.05,0.95
5005,0.05,0.95
5006,0.05,0.95
5007,0.05,0.95
5008,0.05,0.95
5009,0.05,0.95
5010,0.05,0.95
5011,0.05,0.95
5012,0.05,0.95
5013,0.05,0.95
5014,0.05,0.95
5015,0.05,0.95
5016,0.05,0.95
5017,0.05,0.95
5018,0.05,0.95
5019,0.05,0.95
5020,0.05,0.95
5021,0.05,0.95
5022,0.05,0.95
5023,0.05,0.95
5024,0.05,0.95
5025,0.05,0.95
5026,0.05,0.95
5027,0.05,0.95
5028,0.05,0.95
5029,0.05,0.95
5030,0.05,0.95
5031,0.05,0.95
5032,0.05,0.95
5033,0.05,0.95
5034,0.05,0.95
5035,0.05,0.95
5036,0.05,0.95
5037,0.05,0.95
5038,0.05,0.95
5039,0.05,0.95
5040,0.05,0.95
5041,0.05,0.95
5042,0.05,0.95
5043,0.05,0.95
5044,0.05,0.95
5045,0.05,0.95
5046,0.05,0.95
5047,0.05,0.95
5048,0.05,0.95
5049,0.05,0.95
5050,0.05,0.95
5051,0.05,0.95
5052,0.05,0.95
5053,0.05,0.95
5054,0.05,0.95
5055,0.05,0.95
5056,0.05,0.95
5057,0.05,0.95
5058,0.05,0.95
5059,0.05,0.95
5060,0.05,0.95
5061,0.05,0.95
5062,0.05,0.95
5063,0.05,0.95
5064,0.05,0.95
5065,0.05,0.95
5066,0.05,0.95
5067,0.05,0.95
5068,0.05,0.95
5069,0.05,0.95
5070,0.05,0.95
5071,0.05,0.95
5072,0.05,0.95
5073,0.05,0.95
5074,0.05,0.95
5075,0.05,0.95
5076,0.05,0.95
5077,0.05,0.95
5078,0.05,0.95
5079,0.05,0.95
5080,0.05,0.95
5081,0.05,0.95
5082,0.05,0.95
5083,0.05,0.95
5084,0.05,0.95
5085,0.05,0.95
5086,0.05,0.95
5087,0.05,0.95
5088,0.05,0.95
5089,0.05,0.95
5090,0.05,0.95
5091,0.05,0.95
5092,0.05,0.95
5093,0.05,0.95
5094,0.05,0.95
5095,0.05,0.95
5096,0.05,0.95
5097,0.05,0.95
5098,0.05,0.95
5099,0.05,0.95
5100,0.05,0.95
5101,0.05,0.95
5102,0.05,0.95
5103,0.05,0.95
5104,0.05,0.95
5105,0.05,0.95
5106,0.05,0.95
5107,0.05,0.95
5108,0.05,0.95
5109,0.05,0.95
5110,0.05,0.95
5111,0.05,0.95
5112,0.05,0.95
5113,0.05,0.95
5114,0.05,0.95
5115,0.05,0.95
5116,0.05,0.95
5117,0.05,0.95
5118,0.05,0.95
5119,0.05,0.95
5120,0.05,0.95
5121,0.05,0.95
5122,0.05,0.95
5123,0.05,0.95
5124,0.05,0.95
5125,0.05,0.95
5126,0.05,0.95
5127,0.05,0.95
5128,0.05,0.95
5129,0.05,0.95
5130,0.05,0.95
5131,0.05,0.95
5132,0.05,0.95
5133,0.05,0.95
5134,0.05,0.95
5135,0.05,0.95
5136,0.05,0.95
5137,0.05,0.95
5138,0.05,0.95
5139,0.05,0.95
5140,0.05,0.95
5141,0.05,0.95
5142,0.05,0.95
5143,0.05,0.95
5144,0.05,0.95
5145,0.05,0.95
5146,0.05,0.95
5147,0.05,0.95
5148,0.05,0.95
5149,0.05,0.95
5150,0.05,0.95
5151,0.05,0.95
5152,0.05,0.95
5153,0.05,0.95
5154,0.05,0.95
5155,0.05,0.95
5156,0.05,0.95
5157,0.05,0.95
5158,0.05,0.95
5159,0.05,0.95
5160,0.05,0.95
5161,0.05,0.95
5162,0.05,0.95
